team_full_name,team_id,game_type,game_type_id,playoff_outcome,playoff_outcome_id,years_since_last_active,start_year,team_improvement_during_regular_season,regular_season_sum,made_playoffs_sum,won_stanley_cup_sum,made_playoffs_efficiency,won_stanley_cup_efficiency,time_on_ice,regular_season_count,made_playoffs_count,won_stanely_cup_count,lost_in_stanely_cup_final_count,games_played,wins,nhl_metrics,nhl_metric_values
Minnesota Wild,30,Regular Season,2,Other,0,0,2022,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3918.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.2557427258805514
Winnipeg Jets,52,Regular Season,2,Other,0,0,2022,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,3916.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.317671092951992
Arizona Coyotes,53,Regular Season,2,Other,0,1,2022,0.37500000000000000000,10,1,0,0.1,1e-09,3874.0,1,0,0,0,82,28,high_danger_goals_for_per_60_minutes,1.2854930304594734
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2022,-0.37614678899082568807,8,6,1,0.75,0.16666667,4120.0,1,0,0,0,82,51,high_danger_goals_for_per_60_minutes,1.529126213592233
Seattle Kraken,55,Regular Season,2,Other,0,0,2022,-0.18333333333333333333,4,1,0,0.25,1e-09,4003.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.4688983262553086
New Jersey Devils,1,Regular Season,2,Other,0,0,2023,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3950.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.5341772151898734
New York Islanders,2,Regular Season,2,Other,0,0,2023,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,4064.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.2401574803149606
New York Rangers,3,Regular Season,2,Other,0,0,2023,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3978.0,1,0,0,0,82,55,high_danger_goals_for_per_60_minutes,1.10105580693816
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2023,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3916.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.2410623084780388
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2023,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3947.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.2921205979224728
Boston Bruins,6,Regular Season,2,Other,0,0,2023,3.8333333333333333,100,77,6,0.77,0.077922076,3923.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.575325006372674
Buffalo Sabres,7,Regular Season,2,Other,0,0,2023,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3994.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.0215322984476716
Montreal Canadiens,8,Regular Season,2,Other,0,0,2023,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3927.0,1,0,0,0,82,30,high_danger_goals_for_per_60_minutes,1.3139801375095492
Ottawa Senators,9,Regular Season,2,Other,0,0,2023,1.5000000000000000,32,16,4,0.5,0.25,3914.0,1,0,0,0,82,37,high_danger_goals_for_per_60_minutes,1.3949923352069493
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2023,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,4012.0,1,0,0,0,82,46,high_danger_goals_for_per_60_minutes,1.6600199401794615
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2023,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3956.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,1.456016177957533
Florida Panthers,13,Regular Season,2,Other,0,0,2023,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3793.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,1.1389401529132612
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2023,0.09433962264150943396,32,16,3,0.5,0.1875,3970.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.420654911838791
Washington Capitals,15,Regular Season,2,Other,0,0,2023,2.5714285714285714,50,33,1,0.66,0.030303031,4042.0,1,0,0,0,82,40,high_danger_goals_for_per_60_minutes,1.2617516081147946
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2023,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,4001.0,1,0,0,0,82,23,high_danger_goals_for_per_60_minutes,1.0197450637340666
Detroit Red Wings,17,Regular Season,2,Other,0,0,2023,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3936.0,1,0,0,0,82,41,high_danger_goals_for_per_60_minutes,1.2652439024390243
Nashville Predators,18,Regular Season,2,Other,0,0,2023,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3910.0,1,0,0,0,82,47,high_danger_goals_for_per_60_minutes,1.4884910485933505
St Louis Blues,19,Regular Season,2,Other,0,0,2023,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3981.0,1,0,0,0,82,43,high_danger_goals_for_per_60_minutes,1.115297663903542
Calgary Flames,20,Regular Season,2,Other,0,0,2023,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3951.0,1,0,0,0,82,38,high_danger_goals_for_per_60_minutes,1.3059984813971146
Colorado Avalanche,21,Regular Season,2,Other,0,0,2023,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3904.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.4907786885245902
Edmonton Oilers,22,Regular Season,2,Other,0,0,2023,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3997.0,1,0,0,0,82,49,high_danger_goals_for_per_60_minutes,1.7863397548161122
Vancouver Canucks,23,Regular Season,2,Other,0,0,2023,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3921.0,1,0,0,0,82,50,high_danger_goals_for_per_60_minutes,1.6985462892119356
Anaheim Ducks,24,Regular Season,2,Other,0,0,2023,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3822.0,1,0,0,0,82,27,high_danger_goals_for_per_60_minutes,1.1459968602825745
Dallas Stars,25,Regular Season,2,Other,0,0,2023,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,4011.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,1.4360508601346298
Los Angeles Kings,26,Regular Season,2,Other,0,0,2023,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3942.0,1,0,0,0,82,44,high_danger_goals_for_per_60_minutes,1.3546423135464232
San Jose Sharks,28,Regular Season,2,Other,0,0,2023,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,4024.0,1,0,0,0,82,19,high_danger_goals_for_per_60_minutes,0.8499005964214712
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2023,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,4017.0,1,0,0,0,82,27,high_danger_goals_for_per_60_minutes,1.3144137415982076
Minnesota Wild,30,Regular Season,2,Other,0,0,2023,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3890.0,1,0,0,0,82,39,high_danger_goals_for_per_60_minutes,1.2956298200514138
Winnipeg Jets,52,Regular Season,2,Other,0,0,2023,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,4006.0,1,0,0,0,82,52,high_danger_goals_for_per_60_minutes,1.4677983025461807
Arizona Coyotes,53,Regular Season,2,Other,0,1,2023,0.37500000000000000000,10,1,0,0.1,1e-09,3941.0,1,0,0,0,82,36,high_danger_goals_for_per_60_minutes,1.3245369195635626
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2023,-0.37614678899082568807,8,6,1,0.75,0.16666667,4015.0,1,0,0,0,82,45,high_danger_goals_for_per_60_minutes,1.3748443337484433
Seattle Kraken,55,Regular Season,2,Other,0,0,2023,-0.18333333333333333333,4,1,0,0.25,1e-09,4014.0,1,0,0,0,82,34,high_danger_goals_for_per_60_minutes,1.0911808669656202
New Jersey Devils,1,Regular Season,2,Other,0,0,2024,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,2576.0,1,0,0,0,53,29,high_danger_goals_for_per_60_minutes,1.187888198757764
New York Islanders,2,Regular Season,2,Other,0,0,2024,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,2562.0,1,0,0,0,51,24,high_danger_goals_for_per_60_minutes,1.334894613583138
New York Rangers,3,Regular Season,2,Other,0,0,2024,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,2481.0,1,0,0,0,51,24,high_danger_goals_for_per_60_minutes,1.2817412333736398
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2024,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,2599.0,1,0,0,0,53,23,high_danger_goals_for_per_60_minutes,1.1542901115813775
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2024,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,2651.0,1,0,0,0,54,22,high_danger_goals_for_per_60_minutes,1.1995473406261787
Boston Bruins,6,Regular Season,2,Other,0,0,2024,3.8333333333333333,100,77,6,0.77,0.077922076,2594.0,1,0,0,0,54,26,high_danger_goals_for_per_60_minutes,1.1565150346954511
Buffalo Sabres,7,Regular Season,2,Other,0,0,2024,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,2429.0,1,0,0,0,51,20,high_danger_goals_for_per_60_minutes,1.3585837793330588
Montreal Canadiens,8,Regular Season,2,Other,0,0,2024,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,2432.0,1,0,0,0,51,24,high_danger_goals_for_per_60_minutes,1.0361842105263157
Ottawa Senators,9,Regular Season,2,Other,0,0,2024,1.5000000000000000,32,16,4,0.5,0.25,2469.0,1,0,0,0,52,28,high_danger_goals_for_per_60_minutes,0.9720534629404617
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2024,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,2529.0,1,0,0,0,52,31,high_danger_goals_for_per_60_minutes,1.4472123368920522
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2024,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,2545.0,1,0,0,0,53,32,high_danger_goals_for_per_60_minutes,1.4381139489194499
Florida Panthers,13,Regular Season,2,Other,0,0,2024,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,2546.0,1,0,0,0,53,31,high_danger_goals_for_per_60_minutes,1.201885310290652
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2024,0.09433962264150943396,32,16,3,0.5,0.1875,2500.0,1,0,0,0,51,27,high_danger_goals_for_per_60_minutes,1.392
Washington Capitals,15,Regular Season,2,Other,0,0,2024,2.5714285714285714,50,33,1,0.66,0.030303031,2509.0,1,0,0,0,52,34,high_danger_goals_for_per_60_minutes,1.5304902351534475
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2024,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,2567.0,1,0,0,0,52,16,high_danger_goals_for_per_60_minutes,1.0518114530580445
Detroit Red Wings,17,Regular Season,2,Other,0,0,2024,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,2575.0,1,0,0,0,52,26,high_danger_goals_for_per_60_minutes,0.9553398058252427
Nashville Predators,18,Regular Season,2,Other,0,0,2024,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,2446.0,1,0,0,0,51,18,high_danger_goals_for_per_60_minutes,1.1283728536385935
St Louis Blues,19,Regular Season,2,Other,0,0,2024,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,2602.0,1,0,0,0,52,23,high_danger_goals_for_per_60_minutes,0.9454265949269792
Calgary Flames,20,Regular Season,2,Other,0,0,2024,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,2484.0,1,0,0,0,51,25,high_danger_goals_for_per_60_minutes,1.0144927536231885
Colorado Avalanche,21,Regular Season,2,Other,0,0,2024,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,2584.0,1,0,0,0,53,30,high_danger_goals_for_per_60_minutes,1.2306501547987616
Edmonton Oilers,22,Regular Season,2,Other,0,0,2024,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,2605.0,1,0,0,0,52,32,high_danger_goals_for_per_60_minutes,1.381957773512476
Vancouver Canucks,23,Regular Season,2,Other,0,0,2024,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,2459.0,1,0,0,0,51,23,high_danger_goals_for_per_60_minutes,1.1224074827165516
Anaheim Ducks,24,Regular Season,2,Other,0,0,2024,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,2478.0,1,0,0,0,51,21,high_danger_goals_for_per_60_minutes,1.234866828087167
Dallas Stars,25,Regular Season,2,Other,0,0,2024,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,2461.0,1,0,0,0,51,33,high_danger_goals_for_per_60_minutes,1.3896789922795612
Los Angeles Kings,26,Regular Season,2,Other,0,0,2024,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,2449.0,1,0,0,0,50,27,high_danger_goals_for_per_60_minutes,1.3964883625969784
San Jose Sharks,28,Regular Season,2,Other,0,0,2024,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,2616.0,1,0,0,0,54,15,high_danger_goals_for_per_60_minutes,0.7110091743119266
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2024,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,2585.0,1,0,0,0,52,26,high_danger_goals_for_per_60_minutes,1.323017408123791
Minnesota Wild,30,Regular Season,2,Other,0,0,2024,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,2636.0,1,0,0,0,53,31,high_danger_goals_for_per_60_minutes,0.8649468892261002
Winnipeg Jets,52,Regular Season,2,Other,0,0,2024,-0.08333333333333333333,14,7,0,0.5,1.4285714e-10,2697.0,1,0,0,0,54,37,high_danger_goals_for_per_60_minutes,1.4015572858731924
Vegas Golden Knights,54,Regular Season,2,Other,0,0,2024,-0.37614678899082568807,8,6,1,0.75,0.16666667,2671.0,1,0,0,0,52,31,high_danger_goals_for_per_60_minutes,1.347809809060277
Seattle Kraken,55,Regular Season,2,Other,0,0,2024,-0.18333333333333333333,4,1,0,0.25,1e-09,2598.0,1,0,0,0,53,23,high_danger_goals_for_per_60_minutes,1.0854503464203233
Utah Hockey Club,59,Regular Season,2,Other,0,0,2024,0E-20,1,0,0,9.999999717180685e-10,1.0,2467.0,1,0,0,0,51,21,high_danger_goals_for_per_60_minutes,1.2646939602756384
New Jersey Devils,1,Regular Season,2,Other,0,0,2007,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3747.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.0728582866293035
New York Islanders,2,Regular Season,2,Other,0,0,2007,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3637.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.0723123453395655
New York Rangers,3,Regular Season,2,Other,0,0,2007,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3621.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.027340513670257
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2007,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3510.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.3846153846153846
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2007,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3578.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.2073784237003913
Boston Bruins,6,Regular Season,2,Other,0,0,2007,3.8333333333333333,100,77,6,0.77,0.077922076,3715.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.1790040376850606
Buffalo Sabres,7,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3631.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.2889011291655192
Montreal Canadiens,8,Regular Season,2,Other,0,0,2007,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3634.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,1.337369290038525
Ottawa Senators,9,Regular Season,2,Other,0,0,2007,1.5000000000000000,32,16,4,0.5,0.25,3576.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.4597315436241611
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2007,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3637.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,1.5012372834753918
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2007,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3721.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.693093254501478
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2007,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3556.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.5860517435320585
Florida Panthers,13,Regular Season,2,Other,0,0,2007,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3703.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.2314339724547665
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2007,0.09433962264150943396,32,16,3,0.5,0.1875,3805.0,1,0,0,0,82,31,high_danger_goals_against_per_60_minutes,1.5137976346911959
Washington Capitals,15,Regular Season,2,Other,0,0,2007,2.5714285714285714,50,33,1,0.66,0.030303031,3675.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.3551020408163266
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2007,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3535.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.391796322489392
Detroit Red Wings,17,Regular Season,2,Other,0,0,2007,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3586.0,1,0,0,0,82,54,high_danger_goals_against_per_60_minutes,0.8700501952035694
Nashville Predators,18,Regular Season,2,Other,0,0,2007,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3623.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.3911123378415677
St Louis Blues,19,Regular Season,2,Other,0,0,2007,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3632.0,1,0,0,0,82,33,high_danger_goals_against_per_60_minutes,1.0737885462555066
Calgary Flames,20,Regular Season,2,Other,0,0,2007,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3610.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.080332409972299
Colorado Avalanche,21,Regular Season,2,Other,0,0,2007,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3751.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.263663023193815
Edmonton Oilers,22,Regular Season,2,Other,0,0,2007,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3636.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.5346534653465347
Vancouver Canucks,23,Regular Season,2,Other,0,0,2007,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3561.0,1,0,0,0,82,39,high_danger_goals_against_per_60_minutes,1.3310867733782645
Anaheim Ducks,24,Regular Season,2,Other,0,0,2007,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3537.0,1,0,0,0,82,47,high_danger_goals_against_per_60_minutes,0.8312128922815946
Dallas Stars,25,Regular Season,2,Other,0,0,2007,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3630.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.2231404958677685
Los Angeles Kings,26,Regular Season,2,Other,0,0,2007,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3684.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.726384364820847
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2007,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3696.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.3149350649350648
San Jose Sharks,28,Regular Season,2,Other,0,0,2007,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3650.0,1,0,0,0,82,49,high_danger_goals_against_per_60_minutes,1.2493150684931507
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2007,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3580.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.1731843575418994
Minnesota Wild,30,Regular Season,2,Other,0,0,2007,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3683.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.2055389628020636
New Jersey Devils,1,Regular Season,2,Other,0,0,2008,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3758.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.1176157530601383
New York Islanders,2,Regular Season,2,Other,0,0,2008,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3688.0,1,0,0,0,82,26,high_danger_goals_against_per_60_minutes,1.6106290672451193
New York Rangers,3,Regular Season,2,Other,0,0,2008,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3660.0,1,0,0,0,82,43,high_danger_goals_against_per_60_minutes,1.639344262295082
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2008,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3622.0,1,0,0,0,82,44,high_danger_goals_against_per_60_minutes,1.6399779127553837
Pittsburgh Penguins,5,Regular Season,2,Other,0,0,2008,-0.22388059701492537313,57,37,5,0.6491228070175439,0.13513513,3630.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.487603305785124
Boston Bruins,6,Regular Season,2,Other,0,0,2008,3.8333333333333333,100,77,6,0.77,0.077922076,3806.0,1,0,0,0,82,53,high_danger_goals_against_per_60_minutes,1.1192853389385182
Buffalo Sabres,7,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,54,29,0,0.5370370370370371,3.4482757e-11,3649.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.348314606741573
Montreal Canadiens,8,Regular Season,2,Other,0,0,2008,1.0384615384615385,107,85,24,0.794392523364486,0.28235295,3617.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.4597732927840752
Ottawa Senators,9,Regular Season,2,Other,0,0,2008,1.5000000000000000,32,16,4,0.5,0.25,3674.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,1.1431682090364725
Toronto Maple Leafs,10,Regular Season,2,Other,0,0,2008,0.45454545454545454545,97,69,11,0.711340206185567,0.1594203,3780.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.5396825396825398
Atlanta Thrashers,11,Regular Season,2,Other,0,14,2008,1.0512820512820513,11,1,0,0.09090909090909091,1e-09,3611.0,1,0,0,0,82,35,high_danger_goals_against_per_60_minutes,1.7446690667405151
Carolina Hurricanes,12,Regular Season,2,Other,0,0,2008,-0.08108108108108108108,27,11,1,0.4074074074074074,0.09090909,3677.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.2727767201522981
Florida Panthers,13,Regular Season,2,Other,0,0,2008,-0.21686746987951807229,31,10,1,0.3225806451612903,0.1,3783.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.3005551149881047
Tampa Bay Lightning,14,Regular Season,2,Other,0,0,2008,0.09433962264150943396,32,16,3,0.5,0.1875,3587.0,1,0,0,0,82,24,high_danger_goals_against_per_60_minutes,1.2210761081683859
Washington Capitals,15,Regular Season,2,Other,0,0,2008,2.5714285714285714,50,33,1,0.66,0.030303031,3669.0,1,0,0,0,82,50,high_danger_goals_against_per_60_minutes,1.2264922322158627
Chicago Blackhawks,16,Regular Season,2,Other,0,0,2008,-0.09756097560975609756,98,63,6,0.6428571428571429,0.0952381,3684.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.482084690553746
Detroit Red Wings,17,Regular Season,2,Other,0,0,2008,-0.01724137931034482759,92,62,11,0.6739130434782609,0.17741935,3714.0,1,0,0,0,82,51,high_danger_goals_against_per_60_minutes,1.2277867528271404
Nashville Predators,18,Regular Season,2,Other,0,0,2008,-0.31746031746031746032,26,16,0,0.6153846153846154,6.25e-11,3716.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.4208826695371366
St Louis Blues,19,Regular Season,2,Other,0,0,2008,-0.28571428571428571429,57,45,1,0.7894736842105263,0.022222223,3613.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.2288956545806808
Calgary Flames,20,Regular Season,2,Other,0,0,2008,-0.38043478260869565217,44,25,1,0.5681818181818182,0.04,3604.0,1,0,0,0,82,46,high_danger_goals_against_per_60_minutes,1.4150943396226414
Colorado Avalanche,21,Regular Season,2,Other,0,0,2008,-0.40384615384615384615,29,20,3,0.6896551724137931,0.15,3774.0,1,0,0,0,82,32,high_danger_goals_against_per_60_minutes,1.303656597774245
Edmonton Oilers,22,Regular Season,2,Other,0,0,2008,-0.01449275362318840580,45,26,5,0.5777777777777777,0.1923077,3671.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.3565785889403432
Vancouver Canucks,23,Regular Season,2,Other,0,0,2008,0E-20,54,29,0,0.5370370370370371,3.4482757e-11,3589.0,1,0,0,0,82,45,high_danger_goals_against_per_60_minutes,1.2538311507383673
Anaheim Ducks,24,Regular Season,2,Other,0,0,2008,-0.32394366197183098592,31,14,1,0.45161290322580644,0.071428575,3655.0,1,0,0,0,82,42,high_danger_goals_against_per_60_minutes,1.198358413132695
Dallas Stars,25,Regular Season,2,Other,0,0,2008,-0.30927835051546391753,31,19,1,0.6129032258064516,0.05263158,3667.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,1.5871284428688301
Los Angeles Kings,26,Regular Season,2,Other,0,0,2008,-0.16666666666666666667,57,33,2,0.5789473684210527,0.060606062,3590.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.2701949860724233
Phoenix Coyotes,27,Regular Season,2,Other,0,11,2008,0.07228915662650602410,17,8,0,0.47058823529411764,1.25e-10,3781.0,1,0,0,0,82,36,high_danger_goals_against_per_60_minutes,1.523406506215287
San Jose Sharks,28,Regular Season,2,Other,0,0,2008,-0.07692307692307692308,33,21,0,0.6363636363636364,4.7619048e-11,3738.0,1,0,0,0,82,53,high_danger_goals_against_per_60_minutes,1.1235955056179776
Columbus Blue Jackets,29,Regular Season,2,Other,0,0,2008,-0.16901408450704225352,24,6,0,0.25,1.6666667e-10,3693.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.2185215272136474
Minnesota Wild,30,Regular Season,2,Other,0,0,2008,-0.02941176470588235294,24,13,0,0.5416666666666666,7.692307e-11,3774.0,1,0,0,0,82,40,high_danger_goals_against_per_60_minutes,1.192368839427663
New Jersey Devils,1,Regular Season,2,Other,0,0,2009,0.33333333333333333333,42,23,3,0.5476190476190477,0.13043478,3954.0,1,0,0,0,82,48,high_danger_goals_against_per_60_minutes,1.047040971168437
New York Islanders,2,Regular Season,2,Other,0,0,2009,0.83333333333333333333,52,29,4,0.5576923076923077,0.13793103,3798.0,1,0,0,0,82,34,high_danger_goals_against_per_60_minutes,1.5323854660347551
New York Rangers,3,Regular Season,2,Other,0,0,2009,-0.07142857142857142857,98,63,4,0.6428571428571429,0.06349207,3762.0,1,0,0,0,82,38,high_danger_goals_against_per_60_minutes,1.2759170653907497
Philadelphia Flyers,4,Regular Season,2,Other,0,0,2009,-0.28767123287671232877,57,40,2,0.7017543859649122,0.05,3679.0,1,0,0,0,82,41,high_danger_goals_against_per_60_minutes,1.4188638216906768
